date_utc,eoc_avg,eoc_max,osrs_avg,osrs_max,total_avg,total_max,timestamp_ms
2014-05-14 00:00:00,28925,44191,11817,18436,40742,62285,1400025600000
2014-05-07 00:00:00,28322,46010,12169,19709,40491,64939,1399420800000
2014-04-30 00:00:00,28865,43712,13524,20699,42389,64111,1398816000000
2014-04-23 00:00:00,30057,40324,13678,20376,43736,59894,1398211200000
2014-04-16 00:00:00,28494,44562,13099,21528,41593,65549,1397606400000
2014-04-09 00:00:00,28064,44319,13887,22011,41952,66085,1397001600000
2014-04-02 00:00:00,29965,46463,14669,23484,44634,69709,1396396800000
2014-03-26 00:00:00,31006,49522,16172,24792,47178,74143,1395792000000
2014-03-19 00:00:00,31112,50216,15636,24550,46748,74644,1395187200000
2014-03-12 00:00:00,32200,48718,15744,24144,47945,72773,1394582400000
2014-03-05 00:00:00,33898,58096,16845,25615,50744,79058,1393977600000
2014-02-26 00:00:00,38214,66929,16769,23662,54984,90591,1393372800000
2014-02-19 00:00:00,31532,50117,16535,24684,48068,74657,1392768000000
2014-02-12 00:00:00,32313,50858,17299,26626,49613,77250,1392163200000
2014-02-05 00:00:00,31732,50774,16886,24650,48619,75337,1391558400000
2014-01-29 00:00:00,32692,50315,16642,25312,49335,75586,1390953600000
2014-01-22 00:00:00,32413,49677,14925,23159,47339,72772,1390348800000
2014-01-15 00:00:00,32808,48859,15167,22554,47976,71105,1389744000000
2014-01-08 00:00:00,34081,48985,16678,23092,50759,71824,1389139200000
2013-12-31 00:00:00,31821,45920,14310,21466,46131,66620,1388448000000
2013-12-24 00:00:00,29871,47211,12049,18824,41921,64696,1387843200000
2013-12-17 00:00:00,26966,42530,10963,17181,37929,59447,1387238400000
2013-12-10 00:00:00,25401,41287,11056,17742,36458,58991,1386633600000
2013-12-03 00:00:00,25223,39580,11956,18298,37179,57725,1386028800000
2013-11-26 00:00:00,23855,38850,12870,19681,36726,58193,1385424000000
2013-11-19 00:00:00,23530,38482,12263,19034,35793,57263,1384819200000
2013-11-12 00:00:00,23304,36750,11565,19961,34870,54873,1384214400000
2013-11-05 00:00:00,23836,38741,12224,22080,36060,60391,1383609600000
2013-10-29 00:00:00,23200,37930,11217,16503,34418,54186,1383004800000
2013-10-22 00:00:00,24062,38540,10345,15722,34408,53683,1382400000000
2013-10-15 00:00:00,23629,37485,10616,14559,34246,50991,1381795200000
2013-10-08 00:00:00,24308,38431,10288,15703,34596,53502,1381190400000
2013-10-01 00:00:00,24930,40326,11582,16341,36512,54549,1380585600000
2013-09-24 00:00:00,25439,39016,11240,17265,36680,54090,1379980800000
2013-09-17 00:00:00,27641,44463,13503,20496,41144,61925,1379376000000
2013-09-10 00:00:00,29087,45170,15174,22618,44261,66694,1378771200000
2013-09-03 00:00:00,29468,46063,13068,17392,42537,60954,1378166400000
2013-08-27 00:00:00,33203,49954,13712,17391,46916,66390,1377561600000
2013-08-20 00:00:00,30568,43162,14525,18887,45093,61565,1376956800000
2013-08-13 00:00:00,30565,41917,14341,19247,44906,61038,1376352000000
2013-08-06 00:00:00,32116,45286,13621,17881,45737,63095,1375747200000
2013-07-30 00:00:00,33757,51117,14570,19519,48165,69561,1375142400000
2013-07-23 00:00:00,37094,52391,15264,20522,52359,71713,1374537600000
2013-07-16 00:00:00,38512,56341,16270,21879,54432,77884,1373932800000
2013-07-09 00:00:00,43840,60284,16778,23315,60618,82093,1373328000000
2013-07-02 00:00:00,48330,63666,19029,25235,67359,87365,1372723200000
2013-06-25 00:00:00,47519,63217,20366,26028,67885,87904,1372118400000
2013-06-18 00:00:00,50025,65169,19943,26370,69968,91226,1371513600000
2013-06-11 00:00:00,49609,79637,19353,26496,68962,91432,1370908800000
2013-06-04 00:00:00,46546,68184,21267,29915,67813,95516,1370304000000
2013-05-28 00:00:00,42406,57631,21327,28142,63734,82673,1369699200000
2013-05-21 00:00:00,44764,64743,21079,29261,65844,93961,1369094400000
2013-05-14 00:00:00,45906,65508,23576,33495,69483,94703,1368489600000
2013-05-07 00:00:00,45617,64090,28350,39523,73967,100919,1367884800000
2013-04-30 00:00:00,44321,66129,33398,44831,77719,110699,1367280000000
2013-04-23 00:00:00,43477,64932,34818,45594,78296,110129,1366675200000
2013-04-16 00:00:00,46878,67582,37588,51117,84466,118433,1366070400000
2013-04-09 00:00:00,49736,68803,37127,52553,86863,120560,1365465600000
2013-04-02 00:00:00,45780,62898,34670,49218,80450,112116,1364860800000
2013-03-26 00:00:00,43136,70049,39161,60508,82297,124692,1364256000000
2013-03-19 00:00:00,46056,70226,42421,66708,88478,136257,1363651200000
2013-03-12 00:00:00,46564,70061,40372,63108,86936,132472,1363046400000
2013-03-05 00:00:00,46555,69008,39837,69456,86392,137890,1362441600000
2013-02-26 00:00:00,57691,72372,43418,64765,101935,135967,1361836800000
